"id","x"
"482",1
"483",1
"484",1
"485",20
"486",31
"487",1
"488",34
"489",1
"490",1
"491",6
"492",1
"493",25
"494",9
"495",1
"496",1
"497",1
"498",0
"499",1
"500",1
"501",34
"502",1
"503",1
"504",1
"505",1
"506",10
"507",15
"508",1
"509",1
"510",1
"511",1
"512",1
"513",1
"514",1
"515",1
"516",1
"517",1
"518",1
"519",10
"520",19
"521",33
"522",17
"523",3
"524",6
"525",6
"526",1
"527",6
"528",1
"529",29
"530",5
"531",1
"532",1
"533",1
"534",1
"535",1
"536",17
"537",3
"538",1
"539",1
"540",26
"541",1
"542",1
"543",1
"544",1
"545",1
"546",1
"547",10
"548",15
"549",1
"550",1
"551",1
"552",1
"553",1
"554",1
"555",1
"556",1
"557",1
"558",1
"559",1
"560",1
"561",1
"562",1
"563",1
"564",1
"565",1
"566",1
"567",1
"568",1
"569",1
"570",1
"571",1
"572",0
"573",5
"574",1
"575",1
"576",1
"577",1
"578",1
"579",1
"580",3
"581",1
"582",59
"583",1
"584",1
"585",1
"586",1
"587",1
"588",1
"589",1
"590",1
"591",1
"592",1
"593",1
"594",1
"595",1
"596",1
"597",1
"598",1
"599",1
"600",0
"601",1
"602",1
"603",20
"604",1
"605",1
"606",1
"607",1
"608",1
"609",1
"610",1
"611",1
"612",0
"613",0
"614",1
"615",1
"616",1
"617",1
"618",17
"619",13
"620",1
"621",1
"622",27
"623",13
"624",1
"625",1
"626",1
"627",1
"628",1
"629",1
"630",1
"631",1
"632",1
"633",1
"634",1
"635",1
"636",1
"637",1
"638",3
"639",1
"640",1
"641",1
"642",1
"643",1
"644",1
"645",14
"646",5
"647",1
"648",1
"649",1
"650",1
"651",1
"652",1
"653",1
"654",1
"655",1
"656",1
"657",1
"658",17
"659",5
"660",6
"661",1
"662",1
"663",3
"664",1
"665",10
"666",5
"667",17
"668",6
"669",1
"670",1
"671",0
"672",1
"673",1
"674",1
"675",5
"676",1
"677",1
"678",1
"679",1
"680",1
"681",10
"682",5
"683",1
"684",1
"685",1
"686",1
"687",1
"688",1
"689",1
"690",1
"691",1
"692",1
"693",14
"694",6
"695",1
"696",1
"697",1
"698",0
"699",1
"700",1
"701",1
"702",1
"703",22
"704",1
"705",3
"706",1
"707",1
"708",7
"709",13
"710",17
"711",13
"712",1
"713",1
"714",3
"715",1
"716",1
"717",1
"718",1
"719",1
"720",1
"721",10
"722",3
"723",1
"724",1
"725",1
"726",1
"727",1
"728",1
"729",1
"730",1
"731",1
"732",15
"733",15
"734",1
"735",1
"736",3
"737",17
"738",1
"739",1
"740",1
"741",1
"742",1
"743",1
"744",1
"745",1
"746",0
"747",1
"748",1
"749",0
"750",5
"751",14
"752",22
"753",1
"754",1
"755",1
"756",1
"757",0
"758",1
"759",1
"760",1
"761",1
"762",0
"763",1
"764",1
"765",1
"766",1
"767",13
"768",1
"769",14
"770",1
"771",1
"772",1
"773",1
"774",1
"775",1
"776",1
"777",0
"778",1
"779",1
"780",1
"781",1
"782",1
"783",1
"784",1
"785",1
"786",10
"787",15
"788",1
"789",6
"790",1
"791",1
"792",1
"793",6
"794",1
"795",1
"796",35
"797",1
"798",1
"799",1
"800",1
"801",1
"802",1
"803",1
"804",1
"805",1
"806",1
"807",1
"808",1
"809",1
"810",20
"811",13
"812",1
"813",1
"814",36
"815",1
"816",1
"817",20
"818",13
"819",1
"820",3
"821",1
"822",1
"823",1
"824",1
"825",1
"826",27
"827",3
"828",1
"829",1
"830",0
"831",1
"832",1
"833",1
"834",1
"835",17
"836",22
"837",1
"838",1
"839",1
"840",1
"841",1
"842",1
"843",1
"844",1
"845",1
"846",1
"847",6
"848",1
"849",1
"850",1
"851",1
"852",1
"853",1
"854",0
"855",1
"856",1
"857",1
"858",0
"859",1
"860",1
"861",1
"862",3
"863",1
"864",1
"865",1
"866",1
"867",1
"868",1
"869",1
"870",1
"871",1
"872",1
"873",1
"874",17
"875",15
"876",1
"877",1
"878",1
"879",1
"880",1
"881",1
"882",1
"883",1
"884",1
"885",1
"886",1
"887",1
"888",1
"889",1
"890",1
"891",37
"892",1
"893",16
"894",6
"895",1
"896",1
"897",3
"898",1
"899",15
"900",1
"901",13
"902",1
"903",1
"904",1
"905",1
"906",1
"907",20
"908",3
"909",1
"910",0
"911",1
"912",1
"913",1
"914",10
"915",9
"916",13
"917",1
"918",1
"919",1
"920",1
"921",0
"922",6
"923",1
"924",1
"925",38
"926",1
"927",1
"928",6
"929",1
"930",3
"931",1
"932",0
"933",1
"934",1
"935",10
"936",9
"937",3
"938",1
"939",1
"940",1
"941",1
"942",1
"943",1
"944",1
"945",1
"946",1
"947",1
"948",9
"949",1
"950",27
"951",5
"952",1
"953",1
"954",1
"955",1
"956",1
"957",1
"958",1
"959",1
"960",1
"961",1
"962",1
"963",1
"964",1
"965",17
"966",15
"967",1
"968",3
"969",1
"970",1
"971",1
"972",3
"973",1
"974",20
"975",26
"976",1
"977",1
"978",3
"979",1
"980",0
"981",1
"982",39
"983",1
"984",1
"985",5
"986",1
"987",1
"988",1
"989",6
"990",1
"991",1
"992",1
"993",1
"994",1
"995",1
"996",1
"997",1
"998",1
"999",1
"1000",1
"1001",1
"1002",1
"1003",1
"1004",1
"1005",1
"1006",12
"1007",1
"1008",1
"1009",1
"1010",1
"1011",1
"1012",1
"1013",1
"1014",6
"1015",1
"1016",24
"1017",1
"1018",22
"1019",1
"1020",1
"1021",1
"1022",1
"1023",1
"1024",1
"1025",1
"1026",20
"1027",26
"1028",1
"1029",1
"1030",1
"1031",1
"1032",1
"1033",1
"1034",1
"1035",1
"1036",1
"1037",1
"1038",6
"1039",1
"1040",3
"1041",1
"1042",40
"1043",6
"1044",1
"1045",1
"1046",1
"1047",1
"1048",1
"1049",1
"1050",1
"1051",1
"1052",1
"1053",1
"1054",1
"1055",1
"1056",1
"1057",1
"1058",1
"1059",1
"1060",1
"1061",10
"1062",6
"1063",1
"1064",1
"1065",1
"1066",1
"1067",1
"1068",1
"1069",1
"1070",1
"1071",10
"1072",1
"1073",1
"1074",1
"1075",1
"1076",0
"1077",1
"1078",1
"1079",3
"1080",1
"1081",1
"1082",1
"1083",1
"1084",1
"1085",1
"1086",12
"1087",5
"1088",1
"1089",1
"1090",1
"1091",7
"1092",5
"1093",1
"1094",1
"1095",22
"1096",1
"1097",1
"1098",1
"1099",1
"1100",1
"1101",1
"1102",1
"1103",1
"1104",1
"1105",1
"1106",1
"1107",1
"1108",1
"1109",3
"1110",1
"1111",1
"1112",20
"1113",28
"1114",1
"1115",1
"1116",1
"1117",6
"1118",1
"1119",1
"1120",17
"1121",1
"1122",1
"1123",1
"1124",1
"1125",1
"1126",1
"1127",1
"1128",1
"1129",18
"1130",19
"1131",1
"1132",1
"1133",1
"1134",33
"1135",19
"1136",1
"1137",1
"1138",1
"1139",1
"1140",5
"1141",1
"1142",0
"1143",1
"1144",1
"1145",1
"1146",9
"1147",1
"1148",15
"1149",1
"1150",6
"1151",1
"1152",0
"1153",1
"1154",1
"1155",1
"1156",1
"1157",0
"1158",15
"1159",1
"1160",1
"1161",3
"1162",1
"1163",1
"1164",15
"1165",1
"1166",27
"1167",15
"1168",1
"1169",41
"1170",1
"1171",1
"1172",1
"1173",1
"1174",47
"1175",1
"1176",1
"1177",14
"1178",13
"1179",1
"1180",1
"1181",1
"1182",37
"1183",1
"1184",1
"1185",1
"1186",13
"1187",1
"1188",1
"1189",6
"1190",1
"1191",1
"1192",0
"1193",0
"1194",5
"1195",1
"1196",1
"1197",37
"1198",1
"1199",1
"1200",3
"1201",1
"1202",1
"1203",1
"1204",1
"1205",1
"1206",1
"1207",1
"1208",1
"1209",1
"1210",1
"1211",1
"1212",1
"1213",1
"1214",1
"1215",1
"1216",1
"1217",1
"1218",1
"1219",1
"1220",1
"1221",20
"1222",5
"1223",1
"1224",1
"1225",6
"1226",1
"1227",1
"1228",1
"1229",6
"1230",18
"1231",15
"1232",15
"1233",40
"1234",3
"1235",1
"1236",1
"1237",1
"1238",42
"1239",1
"1240",1
"1241",1
"1242",1
"1243",1
"1244",1
"1245",1
"1246",1
"1247",5
"1248",1
"1249",1
"1250",43
"1251",1
"1252",1
"1253",1
"1254",1
"1255",0
"1256",1
"1257",15
"1258",1
"1259",1
"1260",1
"1261",1
"1262",17
"1263",1
"1264",1
"1265",1
"1266",9
"1267",1
"1268",15
"1269",1
"1270",1
"1271",1
"1272",1
"1273",15
"1274",1
"1275",1
"1276",1
"1277",1
"1278",1
"1279",1
"1280",1
"1281",14
"1282",6
"1283",1
"1284",1
"1285",1
"1286",1
"1287",6
"1288",1
"1289",1
"1290",1
"1291",1
"1292",1
"1293",16
"1294",1
"1295",1
"1296",1
"1297",1
"1298",1
"1299",0
"1300",1
"1301",10
"1302",5
"1303",1
"1304",0
"1305",1
"1306",5
"1307",1
"1308",34
"1309",1
"1310",1
"1311",1
"1312",17
"1313",13
"1314",21
"1315",18
"1316",22
"1317",1
"1318",20
"1319",31
"1320",1
"1321",1
"1322",23
"1323",1
"1324",1
"1325",1
"1326",1
"1327",1
"1328",1
"1329",7
"1330",1
"1331",1
"1332",0
"1333",13
"1334",1
"1335",3
"1336",5
"1337",3
"1338",5
"1339",1
"1340",1
"1341",17
"1342",6
"1343",1
"1344",1
"1345",1
"1346",1
"1347",1
"1348",1
"1349",13
"1350",0
"1351",13
"1352",1
"1353",1
"1354",5
"1355",1
"1356",13
"1357",1
"1358",9
"1359",10
"1360",3
"1361",1
"1362",1
"1363",36
"1364",1
"1365",1
"1366",1
"1367",0
"1368",1
"1369",15
"1370",1
"1371",1
"1372",1
"1373",7
"1374",1
"1375",1
"1376",1
"1377",1
"1378",1
"1379",1
"1380",3
"1381",0
"1382",1
"1383",31
"1384",1
"1385",1
"1386",1
"1387",0
"1388",1
"1389",6
"1390",1
"1391",1
"1392",0
"1393",5
"1394",1
"1395",1
"1396",1
"1397",1
"1398",1
"1399",16
"1400",9
"1401",1
"1402",1
"1403",1
"1404",1
"1405",1
"1406",1
"1407",1
"1408",1
"1409",1
"1410",1
"1411",1
"1412",1
"1413",1
"1414",1
"1415",1
"1416",1
"1417",1
"1418",1
"1419",1
"1420",1
"1421",1
"1422",1
"1423",3
"1424",1
"1425",1
"1426",1
"1427",1
"1428",1
"1429",1
"1430",1
"1431",1
"1432",20
"1433",6
"1434",1
"1435",0
"1436",1
"1437",36
"1438",1
"1439",1
"1440",1
"1441",1
"1442",1
"1443",1
"1444",1
"1445",1
"1446",1
"1447",16
"1448",13
"1449",1
"1450",1
"1451",1
"1452",1
"1453",1
"1454",1
"1455",1
"1456",1
"1457",1
"1458",1
"1459",1
"1460",20
"1461",13
"1462",19
"1463",1
"1464",1
"1465",34
"1466",0
"1467",5
"1468",1
"1469",1
"1470",1
"1471",1
"1472",1
"1473",1
"1474",1
"1475",1
"1476",1
"1477",1
"1478",1
"1479",1
"1480",1
"1481",1
"1482",1
"1483",1
"1484",1
"1485",1
"1486",1
"1487",1
"1488",1
"1489",1
"1490",3
"1491",1
"1492",1
"1493",17
"1494",15
"1495",1
"1496",3
"1497",9
"1498",1
"1499",1
"1500",1
"1501",44
"1502",3
"1503",1
"1504",0
"1505",28
"1506",1
"1507",32
"1508",1
"1509",3
"1510",1
"1511",0
"1512",3
"1513",1
"1514",0
"1515",23
"1516",9
"1517",23
"1518",1
"1519",1
"1520",1
"1521",1
"1522",1
"1523",1
"1524",18
"1525",13
"1526",1
"1527",3
"1528",1
"1529",1
"1530",1
"1531",1
"1532",0
"1533",1
"1534",1
"1535",1
"1536",1
"1537",1
"1538",1
"1539",17
"1540",45
"1541",1
"1542",1
"1543",27
"1544",0
"1545",1
"1546",1
"1547",1
"1548",1
"1549",1
"1550",1
"1551",1
"1552",1
"1553",0
"1554",6
"1555",1
"1556",1
"1557",3
"1558",1
"1559",1
"1560",1
"1561",1
"1562",1
"1563",1
"1564",1
"1565",1
"1566",1
"1567",1
"1568",10
"1569",15
"1570",1
"1571",1
"1572",1
"1573",1
"1574",23
"1575",1
"1576",1
"1577",1
"1578",1
"1579",3
"1580",1
"1581",1
"1582",1
"1583",1
"1584",1
"1585",1
"1586",1
"1587",1
"1588",1
"1589",17
"1590",3
"1591",26
"1592",1
"1593",1
"1594",0
"1595",1
"1596",1
"1597",1
"1598",1
"1599",3
"1600",22
"1601",16
"1602",13
"1603",1
"1604",1
"1605",46
"1606",1
"1607",47
"1608",1
"1609",16
"1610",5
"1611",1
"1612",1
"1613",1
"1614",1
"1615",1
"1616",1
"1617",1
"1618",1
"1619",1
"1620",3
"1621",1
"1622",1
"1623",1
"1624",1
"1625",1
"1626",1
"1627",1
"1628",1
"1629",1
"1630",1
"1631",1
"1632",1
"1633",3
"1634",1
"1635",1
"1636",17
"1637",6
"1638",1
"1639",1
"1640",6
"1641",1
"1642",1
"1643",1
"1644",13
"1645",1
"1646",1
"1647",1
"1648",1
"1649",3
"1650",1
"1651",0
"1652",1
"1653",14
"1654",5
"1655",1
"1656",1
"1657",1
"1658",3
"1659",1
"1660",1
"1661",1
"1662",1
"1663",1
"1664",1
"1665",39
"1666",1
"1667",17
"1668",48
"1669",1
"1670",1
"1671",32
"1672",1
"1673",3
"1674",1
"1675",32
"1676",1
"1677",1
"1678",1
"1679",1
"1680",1
"1681",1
"1682",14
"1683",49
"1684",1
"1685",1
"1686",1
"1687",1
"1688",1
"1689",1
"1690",1
"1691",1
"1692",3
"1693",1
"1694",1
"1695",1
"1696",1
"1697",1
"1698",1
"1699",1
"1700",6
"1701",1
"1702",13
"1703",1
"1704",1
"1705",1
"1706",1
"1707",1
"1708",1
"1709",3
"1710",1
"1711",1
"1712",1
"1713",1
"1714",1
"1715",1
"1716",1
"1717",3
"1718",1
"1719",1
"1720",1
"1721",1
"1722",1
"1723",17
"1724",32
"1725",1
"1726",23
"1727",1
"1728",1
"1729",6
"1730",1
"1731",1
"1732",1
"1733",10
"1734",5
"1735",1
"1736",1
"1737",1
"1738",1
"1739",1
"1740",1
"1741",1
"1742",1
"1743",1
"1744",12
"1745",26
"1746",13
"1747",0
"1748",6
"1749",1
"1750",1
"1751",1
"1752",1
"1753",1
"1754",1
"1755",1
"1756",1
"1757",1
"1758",14
"1759",15
"1760",1
"1761",1
"1762",1
"1763",1
"1764",1
"1765",1
"1766",1
"1767",1
"1768",1
"1769",1
"1770",1
"1771",1
"1772",1
"1773",1
"1774",1
"1775",1
"1776",1
"1777",1
"1778",18
"1779",5
"1780",1
"1781",13
"1782",6
"1783",13
"1784",3
"1785",1
"1786",6
"1787",1
"1788",1
"1789",17
"1790",5
"1791",1
"1792",1
"1793",0
"1794",1
"1795",1
"1796",1
"1797",30
"1798",1
"1799",1
"1800",1
"1801",1
"1802",10
"1803",1
"1804",1
"1805",14
"1806",5
"1807",1
"1808",1
"1809",22
"1810",1
"1811",20
"1812",3
"1813",1
"1814",1
"1815",1
"1816",0
"1817",1
"1818",1
"1819",1
"1820",5
"1821",1
"1822",1
"1823",1
"1824",1
"1825",6
"1826",1
"1827",1
"1828",12
"1829",5
"1830",1
"1831",1
"1832",1
"1833",20
"1834",1
"1835",1
"1836",1
"1837",1
"1838",0
"1839",1
"1840",0
"1841",1
"1842",1
"1843",14
"1844",13
"1845",1
"1846",1
"1847",1
"1848",6
"1849",1
"1850",1
"1851",1
"1852",1
"1853",1
"1854",1
"1855",1
"1856",1
"1857",1
"1858",1
"1859",16
"1860",31
"1861",1
"1862",6
"1863",1
"1864",1
"1865",1
"1866",1
"1867",1
"1868",61
"1869",17
"1870",19
"1871",1
"1872",1
"1873",1
"1874",1
"1875",1
"1876",1
"1877",1
"1878",1
"1879",6
"1880",1
"1881",1
"1882",3
"1883",1
"1884",3
"1885",1
"1886",17
"1887",6
"1888",1
"1889",1
"1890",1
"1891",1
"1892",13
"1893",1
"1894",9
"1895",1
"1896",1
"1897",1
"1898",1
"1899",12
"1900",5
"1901",1
"1902",1
"1903",1
"1904",1
"1905",1
"1906",1
"1907",1
"1908",1
"1909",1
"1910",1
"1911",1
"1912",1
"1913",12
"1914",6
"1915",1
"1916",1
"1917",13
"1918",1
"1919",16
"1920",6
"1921",1
"1922",5
"1923",1
"1924",3
"1925",1
"1926",6
"1927",1
"1928",3
"1929",1
"1930",43
"1931",13
"1932",1
"1933",1
"1934",1
"1935",1
"1936",1
"1937",0
"1938",1
"1939",1
"1940",0
"1941",20
"1942",22
"1943",1
"1944",1
"1945",1
"1946",1
"1947",3
"1948",3
"1949",1
"1950",1
"1951",1
"1952",1
"1953",1
"1954",10
"1955",5
"1956",32
"1957",14
"1958",22
"1959",1
"1960",6
"1961",1
"1962",13
"1963",17
"1964",6
"1965",1
"1966",1
"1967",0
"1968",1
"1969",1
"1970",1
"1971",1
"1972",0
"1973",19
"1974",3
"1975",1
"1976",27
"1977",5
"1978",1
"1979",1
"1980",1
"1981",1
"1982",6
"1983",1
"1984",41
"1985",1
"1986",1
"1987",1
"1988",1
"1989",1
"1990",1
"1991",1
"1992",1
"1993",1
"1994",1
"1995",1
"1996",1
"1997",1
"1998",1
"1999",1
"2000",12
"2001",5
"2002",1
"2003",9
"2004",1
"2005",28
"2006",1
"2007",1
"2008",14
"2009",13
"2010",1
"2011",1
"2012",1
"2013",1
"2014",1
"2015",1
"2016",1
"2017",20
"2018",19
"2019",1
"2020",1
"2021",1
"2022",1
"2023",1
"2024",1
"2025",1
"2026",16
"2027",13
"2028",6
"2029",5
"2030",0
"2031",1
"2032",1
"2033",1
"2034",1
"2035",17
"2036",6
"2037",1
"2038",1
"2039",1
"2040",1
"2041",1
"2042",1
"2043",1
"2044",1
"2045",1
"2046",1
"2047",1
"2048",1
"2049",1
"2050",1
"2051",1
"2052",1
"2053",1
"2054",3
"2055",1
"2056",1
"2057",1
"2058",10
"2059",6
"2060",1
"2061",1
"2062",1
"2063",3
"2064",1
"2065",1
"2066",3
"2067",1
"2068",1
"2069",1
"2070",3
"2071",1
"2072",14
"2073",1
"2074",3
"2075",1
"2076",1
"2077",1
"2078",1
"2079",1
"2080",1
"2081",0
"2082",13
"2083",1
"2084",10
"2085",13
"2086",1
"2087",1
"2088",1
"2089",1
"2090",3
"2091",1
"2092",6
"2093",1
"2094",1
"2095",1
"2096",1
"2097",1
"2098",1
"2099",34
"2100",1
"2101",1
"2102",1
"2103",0
"2104",1
"2105",33
"2106",1
"2107",1
"2108",1
"2109",0
"2110",1
"2111",23
"2112",1
"2113",19
"2114",1
"2115",16
"2116",6
"2117",1
"2118",1
"2119",1
"2120",1
"2121",13
"2122",1
"2123",5
"2124",1
"2125",1
"2126",1
"2127",1
"2128",23
"2129",1
"2130",14
"2131",3
"2132",1
"2133",1
"2134",1
"2135",28
"2136",1
"2137",0
"2138",1
"2139",1
"2140",1
"2141",1
"2142",1
"2143",1
"2144",1
"2145",14
"2146",1
"2147",1
"2148",1
"2149",0
"2150",1
"2151",1
"2152",1
"2153",1
"2154",3
"2155",1
"2156",16
"2157",5
"2158",1
"2159",1
"2160",1
"2161",1
"2162",1
"2163",1
"2164",1
"2165",3
"2166",1
"2167",1
"2168",0
"2169",22
"2170",1
"2171",1
"2172",1
"2173",5
"2174",1
"2175",1
"2176",1
"2177",14
"2178",13
"2179",1
"2180",17
"2181",5
"2182",1
"2183",1
"2184",1
"2185",31
"2186",1
"2187",1
"2188",5
"2189",1
"2190",1
"2191",1
"2192",1
"2193",10
"2194",5
"2195",1
"2196",1
"2197",0
"2198",1
"2199",6
"2200",6
"2201",15
"2202",1
"2203",1
"2204",1
"2205",1
"2206",1
"2207",1
"2208",1
"2209",1
"2210",1
"2211",6
"2212",1
"2213",20
"2214",1
"2215",1
"2216",1
"2217",1
"2218",1
"2219",1
"2220",1
"2221",1
"2222",1
"2223",3
"2224",1
"2225",1
"2226",1
"2227",1
"2228",1
"2229",1
"2230",1
"2231",3
"2232",1
"2233",1
"2234",6
"2235",1
"2236",1
"2237",1
"2238",1
"2239",17
"2240",0
"2241",1
"2242",1
"2243",1
"2244",1
"2245",0
"2246",1
"2247",9
"2248",1
"2249",1
"2250",0
"2251",5
"2252",1
"2253",1
"2254",42
"2255",1
"2256",50
"2257",1
"2258",1
"2259",1
"2260",16
"2261",5
"2262",1
"2263",9
"2264",1
"2265",9
"2266",1
"2267",18
"2268",31
"2269",1
"2270",1
"2271",1
"2272",1
"2273",20
"2274",15
"2275",1
"2276",14
"2277",6
"2278",1
"2279",1
"2280",60
"2281",1
"2282",13
"2283",1
"2284",14
"2285",15
"2286",1
"2287",1
"2288",1
"2289",1
"2290",1
"2291",1
"2292",1
"2293",1
"2294",1
"2295",1
"2296",1
"2297",6
"2298",1
"2299",14
"2300",3
"2301",1
"2302",1
"2303",1
"2304",1
"2305",1
"2306",6
"2307",16
"2308",6
"2309",3
"2310",1
"2311",1
"2312",1
"2313",1
"2314",0
"2315",1
"2316",1
"2317",10
"2318",3
"2319",1
"2320",1
"2321",1
"2322",1
"2323",1
"2324",3
"2325",1
"2326",1
"2327",1
"2328",1
"2329",1
"2330",1
"2331",1
"2332",1
"2333",1
"2334",27
"2335",5
"2336",1
"2337",41
"2338",1
"2339",42
"2340",1
"2341",16
"2342",13
"2343",1
"2344",1
"2345",1
"2346",12
"2347",3
"2348",1
"2349",1
"2350",1
"2351",1
"2352",1
"2353",1
"2354",1
"2355",1
"2356",1
"2357",1
"2358",10
"2359",5
"2360",6
"2361",17
"2362",6
"2363",1
"2364",16
"2365",1
"2366",1
"2367",1
"2368",22
"2369",1
"2370",1
"2371",1
"2372",1
"2373",1
"2374",1
"2375",1
"2376",1
"2377",0
"2378",3
"2379",48
"2380",1
"2381",1
"2382",0
"2383",1
"2384",1
"2385",1
"2386",1
"2387",1
"2388",17
"2389",28
"2390",10
"2391",5
"2392",1
"2393",13
"2394",1
"2395",6
"2396",1
"2397",1
"2398",1
"2399",50
"2400",1
"2401",6
"2402",16
"2403",6
"2404",1
"2405",6
"2406",1
"2407",1
"2408",1
"2409",0
"2410",1
"2411",1
"2412",1
"2413",1
"2414",1
"2415",1
"2416",6
"2417",1
"2418",1
"2419",10
"2420",3
"2421",1
"2422",1
"2423",3
"2424",1
"2425",1
"2426",23
"2427",1
"2428",23
"2429",1
"2430",1
"2431",3
"2432",1
"2433",0
"2434",0
"2435",15
"2436",1
"2437",1
"2438",1
"2439",1
"2440",1
"2441",1
"2442",1
"2443",3
"2444",1
"2445",20
"2446",13
"2447",1
"2448",1
"2449",1
"2450",1
"2451",1
"2452",1
"2453",1
"2454",1
"2455",1
"2456",1
"2457",20
"2458",5
"2459",1
"2460",1
"2461",13
"2462",1
"2463",9
"2464",1
"2465",1
"2466",54
"2467",1
"2468",1
"2469",14
"2470",15
"2471",3
"2472",1
"2473",1
"2474",1
"2475",15
"2476",1
"2477",1
"2478",3
"2479",1
"2480",1
"2481",1
"2482",1
"2483",1
"2484",1
"2485",1
"2486",1
"2487",51
"2488",17
"2489",22
"2490",1
"2491",17
"2492",5
"2493",1
"2494",1
"2495",1
"2496",1
"2497",1
